ReviewId,SentenceId,TurkerId,Text,Label1,Label2
r108,s9,t20,"Indeed, the authors have succeed in showing that this is not necessarily the case.",non_actionable,agreement
r34,s0,t20,"In this paper, they design an apporach to learn to cooperate in a more complex game, like a hybrid pong meets prisoner's dilemma game.",non_actionable,fact
r34,s1,t20,This is fun but I did not find it particularly surprising from a game-theoretic or from a deep learning point of view.,non_actionable,agreement
r34,s2,t20,"From a game-theoretic point of view, the paper begins with a game-theoretic analysis of a cooperative strategy for these markov games with imperfect information.",non_actionable,fact
r34,s3,t20,"It is basically a straightforward generalization of the idea of punishing, which is common in ""folk theorems"" from game theory, to give a particular equilibrium for cooperating in Markov games.",non_actionable,fact
r34,s4,t20,"Many Markov games do not have a cooperative equilibrium, so this paper restricts attention to those that do.",non_actionable,fact
r34,s5,t20,"Even in games where there is a cooperative solution that maximizes the total welfare, it is not clear why players would choose to do so.",non_actionable,fact
r34,s6,t20,The paper follows with some fun experiments implementing these new game theory notions.,non_actionable,agreement
r34,s7,t20,"It is perhaps interesting that one can make deep learning learn to cooperate with imperfect information, but one could have illustrated the game theory equally well with other techniques.",non_actionable,agreement
r34,s8,t20,"However, a fully cooperative agent can be exploited by a defector.",non_actionable,fact
r34,s9,t20,In what we call the Pong Player’s Dilemma (PPD) when an agent scores they gain a reward of 1 but the partner receives a reward of −2.,non_actionable,fact
r34,s0,t31,"In this paper, they design an apporach to learn to cooperate in a more complex game, like a hybrid pong meets prisoner's dilemma game.",non_actionable,fact
r34,s1,t31,This is fun but I did not find it particularly surprising from a game-theoretic or from a deep learning point of view.,non_actionable,fact
r34,s2,t31,"From a game-theoretic point of view, the paper begins with a game-theoretic analysis of a cooperative strategy for these markov games with imperfect information.",non_actionable,fact
r34,s3,t31,"It is basically a straightforward generalization of the idea of punishing, which is common in ""folk theorems"" from game theory, to give a particular equilibrium for cooperating in Markov games.",non_actionable,fact
r34,s4,t31,"Many Markov games do not have a cooperative equilibrium, so this paper restricts attention to those that do.",non_actionable,fact
r34,s5,t31,"Even in games where there is a cooperative solution that maximizes the total welfare, it is not clear why players would choose to do so.",non_actionable,fact
r34,s6,t31,The paper follows with some fun experiments implementing these new game theory notions.,non_actionable,fact
r34,s7,t31,"It is perhaps interesting that one can make deep learning learn to cooperate with imperfect information, but one could have illustrated the game theory equally well with other techniques.",non_actionable,fact
r34,s8,t31,"However, a fully cooperative agent can be exploited by a defector.",non_actionable,fact
r34,s9,t31,In what we call the Pong Player’s Dilemma (PPD) when an agent scores they gain a reward of 1 but the partner receives a reward of −2.,non_actionable,fact
r34,s0,t2,"In this paper, they design an apporach to learn to cooperate in a more complex game, like a hybrid pong meets prisoner's dilemma game.",non_actionable,fact
r34,s1,t2,This is fun but I did not find it particularly surprising from a game-theoretic or from a deep learning point of view.,non_actionable,fact
r34,s2,t2,"From a game-theoretic point of view, the paper begins with a game-theoretic analysis of a cooperative strategy for these markov games with imperfect information.",non_actionable,fact
r34,s3,t2,"It is basically a straightforward generalization of the idea of punishing, which is common in ""folk theorems"" from game theory, to give a particular equilibrium for cooperating in Markov games.",non_actionable,fact
r34,s4,t2,"Many Markov games do not have a cooperative equilibrium, so this paper restricts attention to those that do.",non_actionable,fact
r34,s5,t2,"Even in games where there is a cooperative solution that maximizes the total welfare, it is not clear why players would choose to do so.",non_actionable,fact
r34,s6,t2,The paper follows with some fun experiments implementing these new game theory notions.,non_actionable,fact
r34,s7,t2,"It is perhaps interesting that one can make deep learning learn to cooperate with imperfect information, but one could have illustrated the game theory equally well with other techniques.",non_actionable,shortcoming
r34,s8,t2,"However, a fully cooperative agent can be exploited by a defector.",non_actionable,fact
r34,s9,t2,In what we call the Pong Player’s Dilemma (PPD) when an agent scores they gain a reward of 1 but the partner receives a reward of −2.,non_actionable,fact
r34,s0,t10,"In this paper, they design an apporach to learn to cooperate in a more complex game, like a hybrid pong meets prisoner's dilemma game.",non_actionable,other
r34,s1,t10,This is fun but I did not find it particularly surprising from a game-theoretic or from a deep learning point of view.,actionable,shortcoming
r34,s2,t10,"From a game-theoretic point of view, the paper begins with a game-theoretic analysis of a cooperative strategy for these markov games with imperfect information.",non_actionable,other
r34,s3,t10,"It is basically a straightforward generalization of the idea of punishing, which is common in ""folk theorems"" from game theory, to give a particular equilibrium for cooperating in Markov games.",non_actionable,other
r34,s4,t10,"Many Markov games do not have a cooperative equilibrium, so this paper restricts attention to those that do.",non_actionable,other
r34,s5,t10,"Even in games where there is a cooperative solution that maximizes the total welfare, it is not clear why players would choose to do so.",actionable,shortcoming
r34,s6,t10,The paper follows with some fun experiments implementing these new game theory notions.,actionable,agreement
r34,s7,t10,"It is perhaps interesting that one can make deep learning learn to cooperate with imperfect information, but one could have illustrated the game theory equally well with other techniques.",actionable,suggestion
r34,s8,t10,"However, a fully cooperative agent can be exploited by a defector.",actionable,shortcoming
r34,s9,t10,In what we call the Pong Player’s Dilemma (PPD) when an agent scores they gain a reward of 1 but the partner receives a reward of −2.,non_actionable,other
r34,s0,t16,"In this paper, they design an apporach to learn to cooperate in a more complex game, like a hybrid pong meets prisoner's dilemma game.",non_actionable,fact
r34,s1,t16,This is fun but I did not find it particularly surprising from a game-theoretic or from a deep learning point of view.,non_actionable,fact
r34,s2,t16,"From a game-theoretic point of view, the paper begins with a game-theoretic analysis of a cooperative strategy for these markov games with imperfect information.",non_actionable,fact
r34,s3,t16,"It is basically a straightforward generalization of the idea of punishing, which is common in ""folk theorems"" from game theory, to give a particular equilibrium for cooperating in Markov games.",non_actionable,fact
r34,s4,t16,"Many Markov games do not have a cooperative equilibrium, so this paper restricts attention to those that do.",actionable,shortcoming
r34,s5,t16,"Even in games where there is a cooperative solution that maximizes the total welfare, it is not clear why players would choose to do so.",actionable,shortcoming
r34,s6,t16,The paper follows with some fun experiments implementing these new game theory notions.,non_actionable,agreement
r34,s7,t16,"It is perhaps interesting that one can make deep learning learn to cooperate with imperfect information, but one could have illustrated the game theory equally well with other techniques.",actionable,suggestion
r34,s8,t16,"However, a fully cooperative agent can be exploited by a defector.",actionable,shortcoming
r34,s9,t16,In what we call the Pong Player’s Dilemma (PPD) when an agent scores they gain a reward of 1 but the partner receives a reward of −2.,non_actionable,fact
r101,s0,t10,"In this work, the authors suggest the use of control variate schemes for estimating gradient values, within a reinforcement learning  framework.",non_actionable,other
r101,s1,t10,The authors also introduce a specific control variate technique based on the so-called Stein’s identity.,non_actionable,other
r101,s2,t10,The paper is interesting and well-written.,actionable,agreement
r101,s3,t10,- I believe that different Monte Carlo (or Quasi-Monte Carlo) strategies can be applied in order to estimate the integral (expected value) in Eq.,actionable,fact
r101,s4,t10,"(1), as also suggested in this work.",non_actionable,other
r101,s5,t10,"Please, please discuss and cite some papers if required.",actionable,suggestion
r101,s6,t10,- I suggest to divide Section 3.1 in two subsections.,actionable,suggestion
r101,s7,t10,"-  Please also discuss the relationships, connections, and possible applications of your technique to other algorithms used in Bayesian optimization, active learning and/or sequential learning, for instance as M. U. Gutmann and J. Corander, “Bayesian optimization for likelihood-free inference of simulator-based statistical mod- els,” Journal of Machine Learning Research, vol.",actionable,suggestion
r101,s8,t10,"G. da Silva Ferreira and D. Gamerman, “Optimal design in geostatistics under preferential sampling,” Bayesian Analysis, vol.",actionable,suggestion
r101,s9,t10,"L. Martino, J. Vicent, G. Camps-Valls, ""Automatic Emulator and Optimized Look-up Table Generation for Radiative Transfer Models"", IEEE International Geoscience and Remote Sensing Symposium (IGARSS), 2017.",actionable,suggestion
r101,s0,t2,"In this work, the authors suggest the use of control variate schemes for estimating gradient values, within a reinforcement learning  framework.",non_actionable,fact
r101,s1,t2,The authors also introduce a specific control variate technique based on the so-called Stein’s identity.,non_actionable,fact
r101,s2,t2,The paper is interesting and well-written.,non_actionable,agreement
r101,s3,t2,- I believe that different Monte Carlo (or Quasi-Monte Carlo) strategies can be applied in order to estimate the integral (expected value) in Eq.,non_actionable,fact
r101,s4,t2,"(1), as also suggested in this work.",non_actionable,agreement
r101,s5,t2,"Please, please discuss and cite some papers if required.",actionable,suggestion
r101,s6,t2,- I suggest to divide Section 3.1 in two subsections.,actionable,suggestion
r101,s7,t2,"-  Please also discuss the relationships, connections, and possible applications of your technique to other algorithms used in Bayesian optimization, active learning and/or sequential learning, for instance as M. U. Gutmann and J. Corander, “Bayesian optimization for likelihood-free inference of simulator-based statistical mod- els,” Journal of Machine Learning Research, vol.",actionable,suggestion
r101,s8,t2,"G. da Silva Ferreira and D. Gamerman, “Optimal design in geostatistics under preferential sampling,” Bayesian Analysis, vol.",non_actionable,other
r101,s9,t2,"L. Martino, J. Vicent, G. Camps-Valls, ""Automatic Emulator and Optimized Look-up Table Generation for Radiative Transfer Models"", IEEE International Geoscience and Remote Sensing Symposium (IGARSS), 2017.",non_actionable,other
r101,s0,t24,"In this work, the authors suggest the use of control variate schemes for estimating gradient values, within a reinforcement learning  framework.",non_actionable,fact
r101,s1,t24,The authors also introduce a specific control variate technique based on the so-called Stein’s identity.,non_actionable,fact
r101,s2,t24,The paper is interesting and well-written.,non_actionable,fact
r101,s3,t24,- I believe that different Monte Carlo (or Quasi-Monte Carlo) strategies can be applied in order to estimate the integral (expected value) in Eq.,actionable,fact
r101,s4,t24,"(1), as also suggested in this work.",actionable,suggestion
r101,s5,t24,"Please, please discuss and cite some papers if required.",actionable,suggestion
r101,s6,t24,- I suggest to divide Section 3.1 in two subsections.,actionable,suggestion
r101,s7,t24,"-  Please also discuss the relationships, connections, and possible applications of your technique to other algorithms used in Bayesian optimization, active learning and/or sequential learning, for instance as M. U. Gutmann and J. Corander, “Bayesian optimization for likelihood-free inference of simulator-based statistical mod- els,” Journal of Machine Learning Research, vol.",actionable,suggestion
r101,s8,t24,"G. da Silva Ferreira and D. Gamerman, “Optimal design in geostatistics under preferential sampling,” Bayesian Analysis, vol.",non_actionable,other
r101,s9,t24,"L. Martino, J. Vicent, G. Camps-Valls, ""Automatic Emulator and Optimized Look-up Table Generation for Radiative Transfer Models"", IEEE International Geoscience and Remote Sensing Symposium (IGARSS), 2017.",non_actionable,other
r101,s0,t20,"In this work, the authors suggest the use of control variate schemes for estimating gradient values, within a reinforcement learning  framework.",non_actionable,fact
r101,s1,t20,The authors also introduce a specific control variate technique based on the so-called Stein’s identity.,non_actionable,fact
r101,s2,t20,The paper is interesting and well-written.,non_actionable,agreement
r101,s3,t20,- I believe that different Monte Carlo (or Quasi-Monte Carlo) strategies can be applied in order to estimate the integral (expected value) in Eq.,non_actionable,fact
r101,s4,t20,"(1), as also suggested in this work.",non_actionable,fact
r101,s5,t20,"Please, please discuss and cite some papers if required.",actionable,suggestion
r101,s6,t20,- I suggest to divide Section 3.1 in two subsections.,actionable,suggestion
r101,s7,t20,"-  Please also discuss the relationships, connections, and possible applications of your technique to other algorithms used in Bayesian optimization, active learning and/or sequential learning, for instance as M. U. Gutmann and J. Corander, “Bayesian optimization for likelihood-free inference of simulator-based statistical mod- els,” Journal of Machine Learning Research, vol.",actionable,suggestion
r101,s8,t20,"G. da Silva Ferreira and D. Gamerman, “Optimal design in geostatistics under preferential sampling,” Bayesian Analysis, vol.",non_actionable,fact
r101,s9,t20,"L. Martino, J. Vicent, G. Camps-Valls, ""Automatic Emulator and Optimized Look-up Table Generation for Radiative Transfer Models"", IEEE International Geoscience and Remote Sensing Symposium (IGARSS), 2017.",non_actionable,fact
r101,s0,t31,"In this work, the authors suggest the use of control variate schemes for estimating gradient values, within a reinforcement learning  framework.",non_actionable,fact
r101,s1,t31,The authors also introduce a specific control variate technique based on the so-called Stein’s identity.,non_actionable,fact
r101,s2,t31,The paper is interesting and well-written.,non_actionable,agreement
r101,s3,t31,- I believe that different Monte Carlo (or Quasi-Monte Carlo) strategies can be applied in order to estimate the integral (expected value) in Eq.,actionable,suggestion
r101,s4,t31,"(1), as also suggested in this work.",non_actionable,fact
r101,s5,t31,"Please, please discuss and cite some papers if required.",actionable,suggestion
r101,s6,t31,- I suggest to divide Section 3.1 in two subsections.,actionable,suggestion
r101,s7,t31,"-  Please also discuss the relationships, connections, and possible applications of your technique to other algorithms used in Bayesian optimization, active learning and/or sequential learning, for instance as M. U. Gutmann and J. Corander, “Bayesian optimization for likelihood-free inference of simulator-based statistical mod- els,” Journal of Machine Learning Research, vol.",actionable,suggestion
r101,s8,t31,"G. da Silva Ferreira and D. Gamerman, “Optimal design in geostatistics under preferential sampling,” Bayesian Analysis, vol.",actionable,suggestion
r101,s9,t31,"L. Martino, J. Vicent, G. Camps-Valls, ""Automatic Emulator and Optimized Look-up Table Generation for Radiative Transfer Models"", IEEE International Geoscience and Remote Sensing Symposium (IGARSS), 2017.",actionable,suggestion
r66,s0,t31,Initial work on building a framework for finding best performing NN architecture across multiple tasks simultaneously In this paper authors are summarizing their work on building a framework for automated neural network (NN) construction across multiple tasks simultaneously.,non_actionable,fact
r66,s1,t31,They present initial results on the performance of their framework called Multitask Neural Model Search (MNMS) controller.,non_actionable,fact
r66,s2,t31,The idea behind building such a framework is motivated by the successes of recently proposed reinforcement based approaches for finding the best NN architecture across the space of all possible architectures.,non_actionable,fact
r66,s3,t31,Authors cite the Neural Architecture Search (NAS) framework as an example of such a framework that yields better results compared to NN architectures configured by humans.,non_actionable,fact
r66,s4,t31,In its current state and format the major issue with this work is the lack of more in-depth performance analysis which would help the reader draw more solid conclusions about the generalization of the approach.,actionable,shortcoming
r66,s5,t31,"It would be good if they could expand and analyze how well does their framework generalizes across other non-binary tasks, tasks in other domains and different NNs.",actionable,suggestion
r66,s6,t31,"In the NAS overview section, readers would benefit more if authors spend more time in outlining the RL detail used in the original NAS framework instead of Figure 1 which looks like a space filler.",actionable,suggestion
r66,s7,t31,Across the two NLP tasks authors show that MNMS models trained simultaneously give better performance than hand tuned architectures.,non_actionable,fact
r66,s8,t31,For better clarity figures 3 and 5 should be made bigger.,actionable,suggestion
r66,s9,t31,What is LSS in figure 4?,non_actionable,question
r66,s0,t14,Initial work on building a framework for finding best performing NN architecture across multiple tasks simultaneously In this paper authors are summarizing their work on building a framework for automated neural network (NN) construction across multiple tasks simultaneously.,non_actionable,fact
r66,s1,t14,They present initial results on the performance of their framework called Multitask Neural Model Search (MNMS) controller.,non_actionable,fact
r66,s2,t14,The idea behind building such a framework is motivated by the successes of recently proposed reinforcement based approaches for finding the best NN architecture across the space of all possible architectures.,non_actionable,fact
r66,s3,t14,Authors cite the Neural Architecture Search (NAS) framework as an example of such a framework that yields better results compared to NN architectures configured by humans.,non_actionable,fact
r66,s4,t14,In its current state and format the major issue with this work is the lack of more in-depth performance analysis which would help the reader draw more solid conclusions about the generalization of the approach.,non_actionable,shortcoming
r66,s5,t14,"It would be good if they could expand and analyze how well does their framework generalizes across other non-binary tasks, tasks in other domains and different NNs.",actionable,question
r66,s6,t14,"In the NAS overview section, readers would benefit more if authors spend more time in outlining the RL detail used in the original NAS framework instead of Figure 1 which looks like a space filler.",non_actionable,fact
r66,s7,t14,Across the two NLP tasks authors show that MNMS models trained simultaneously give better performance than hand tuned architectures.,actionable,fact
r66,s8,t14,For better clarity figures 3 and 5 should be made bigger.,actionable,suggestion
r66,s9,t14,What is LSS in figure 4?,actionable,question
r66,s0,t2,Initial work on building a framework for finding best performing NN architecture across multiple tasks simultaneously In this paper authors are summarizing their work on building a framework for automated neural network (NN) construction across multiple tasks simultaneously.,non_actionable,fact
r66,s1,t2,They present initial results on the performance of their framework called Multitask Neural Model Search (MNMS) controller.,non_actionable,fact
r66,s2,t2,The idea behind building such a framework is motivated by the successes of recently proposed reinforcement based approaches for finding the best NN architecture across the space of all possible architectures.,non_actionable,fact
r66,s3,t2,Authors cite the Neural Architecture Search (NAS) framework as an example of such a framework that yields better results compared to NN architectures configured by humans.,non_actionable,fact
r66,s4,t2,In its current state and format the major issue with this work is the lack of more in-depth performance analysis which would help the reader draw more solid conclusions about the generalization of the approach.,actionable,shortcoming
r66,s5,t2,"It would be good if they could expand and analyze how well does their framework generalizes across other non-binary tasks, tasks in other domains and different NNs.",actionable,suggestion
r66,s6,t2,"In the NAS overview section, readers would benefit more if authors spend more time in outlining the RL detail used in the original NAS framework instead of Figure 1 which looks like a space filler.",actionable,suggestion
r66,s7,t2,Across the two NLP tasks authors show that MNMS models trained simultaneously give better performance than hand tuned architectures.,non_actionable,fact
r66,s8,t2,For better clarity figures 3 and 5 should be made bigger.,actionable,suggestion
r66,s9,t2,What is LSS in figure 4?,actionable,question
r66,s0,t10,Initial work on building a framework for finding best performing NN architecture across multiple tasks simultaneously In this paper authors are summarizing their work on building a framework for automated neural network (NN) construction across multiple tasks simultaneously.,non_actionable,other
r66,s1,t10,They present initial results on the performance of their framework called Multitask Neural Model Search (MNMS) controller.,non_actionable,other
r66,s2,t10,The idea behind building such a framework is motivated by the successes of recently proposed reinforcement based approaches for finding the best NN architecture across the space of all possible architectures.,non_actionable,other
r66,s3,t10,Authors cite the Neural Architecture Search (NAS) framework as an example of such a framework that yields better results compared to NN architectures configured by humans.,non_actionable,other
r66,s4,t10,In its current state and format the major issue with this work is the lack of more in-depth performance analysis which would help the reader draw more solid conclusions about the generalization of the approach.,actionable,shortcoming
r66,s5,t10,"It would be good if they could expand and analyze how well does their framework generalizes across other non-binary tasks, tasks in other domains and different NNs.",actionable,suggestion
r66,s6,t10,"In the NAS overview section, readers would benefit more if authors spend more time in outlining the RL detail used in the original NAS framework instead of Figure 1 which looks like a space filler.",actionable,suggestion
r66,s7,t10,Across the two NLP tasks authors show that MNMS models trained simultaneously give better performance than hand tuned architectures.,actionable,shortcoming
r66,s8,t10,For better clarity figures 3 and 5 should be made bigger.,actionable,suggestion
r66,s9,t10,What is LSS in figure 4?,actionable,question
r66,s0,t20,Initial work on building a framework for finding best performing NN architecture across multiple tasks simultaneously In this paper authors are summarizing their work on building a framework for automated neural network (NN) construction across multiple tasks simultaneously.,non_actionable,fact
r66,s1,t20,They present initial results on the performance of their framework called Multitask Neural Model Search (MNMS) controller.,non_actionable,fact
r66,s2,t20,The idea behind building such a framework is motivated by the successes of recently proposed reinforcement based approaches for finding the best NN architecture across the space of all possible architectures.,non_actionable,fact
r66,s3,t20,Authors cite the Neural Architecture Search (NAS) framework as an example of such a framework that yields better results compared to NN architectures configured by humans.,non_actionable,fact
r66,s4,t20,In its current state and format the major issue with this work is the lack of more in-depth performance analysis which would help the reader draw more solid conclusions about the generalization of the approach.,actionable,shortcoming
r66,s5,t20,"It would be good if they could expand and analyze how well does their framework generalizes across other non-binary tasks, tasks in other domains and different NNs.",actionable,suggestion
r66,s6,t20,"In the NAS overview section, readers would benefit more if authors spend more time in outlining the RL detail used in the original NAS framework instead of Figure 1 which looks like a space filler.",actionable,suggestion
r66,s7,t20,Across the two NLP tasks authors show that MNMS models trained simultaneously give better performance than hand tuned architectures.,non_actionable,fact
r66,s8,t20,For better clarity figures 3 and 5 should be made bigger.,actionable,suggestion
r66,s9,t20,What is LSS in figure 4?,actionable,question
r115,s0,t31,Interesting experiments but lack of model description The authors propose to use a byte level RNN to classify reviews.,actionable,shortcoming
r115,s1,t31,"In the meantime, they learn to generate reviews.",non_actionable,fact
r115,s2,t31,They apply this architecture on the same task as the original article: document classification; they use a logistic regression on the extracted representation.,non_actionable,agreement
r115,s3,t31,The authors propose an evaluation on classical datasets and compare themselves to the state of the art.,non_actionable,fact
r115,s4,t31,A deeper analyze shows that this neuron is more efficient on small datasets than on larger.,non_actionable,disagreement
r115,s5,t31,"Exploiting the generative capacity of the network, they play with the ""sentiment neuron"" to deform a review.",non_actionable,fact
r115,s6,t31,The authors do not propose an original model and they do not describe the used model inside this publication.,actionable,shortcoming
r115,s7,t31,"Nor the model neither the optimized criterion is detailled: the authors present some curve mentioning ""bits per character"" but we do not know what is measured.",actionable,shortcoming
r115,s8,t31,Figure 2 is very interesting: it is a very relevant way to compare authors model with the literature.,non_actionable,agreement
r115,s9,t31,"However, according to me, the fact that it provides no model description, no model analysis, no modification of the model to improve the sentiment discovery, prevents this article from being publicized at ICLR.",actionable,shortcoming
r115,s0,t20,Interesting experiments but lack of model description The authors propose to use a byte level RNN to classify reviews.,non_actionable,shortcoming
r115,s1,t20,"In the meantime, they learn to generate reviews.",non_actionable,fact
r115,s2,t20,They apply this architecture on the same task as the original article: document classification; they use a logistic regression on the extracted representation.,non_actionable,fact
r115,s3,t20,The authors propose an evaluation on classical datasets and compare themselves to the state of the art.,non_actionable,fact
r115,s4,t20,A deeper analyze shows that this neuron is more efficient on small datasets than on larger.,non_actionable,fact
r115,s5,t20,"Exploiting the generative capacity of the network, they play with the ""sentiment neuron"" to deform a review.",non_actionable,fact
r115,s6,t20,The authors do not propose an original model and they do not describe the used model inside this publication.,actionable,shortcoming
r115,s7,t20,"Nor the model neither the optimized criterion is detailled: the authors present some curve mentioning ""bits per character"" but we do not know what is measured.",actionable,shortcoming
r115,s8,t20,Figure 2 is very interesting: it is a very relevant way to compare authors model with the literature.,non_actionable,agreement
r115,s9,t20,"However, according to me, the fact that it provides no model description, no model analysis, no modification of the model to improve the sentiment discovery, prevents this article from being publicized at ICLR.",actionable,shortcoming
r115,s0,t2,Interesting experiments but lack of model description The authors propose to use a byte level RNN to classify reviews.,non_actionable,fact
r115,s1,t2,"In the meantime, they learn to generate reviews.",non_actionable,fact
r115,s2,t2,They apply this architecture on the same task as the original article: document classification; they use a logistic regression on the extracted representation.,non_actionable,fact
r115,s3,t2,The authors propose an evaluation on classical datasets and compare themselves to the state of the art.,non_actionable,fact
r115,s4,t2,A deeper analyze shows that this neuron is more efficient on small datasets than on larger.,non_actionable,fact
r115,s5,t2,"Exploiting the generative capacity of the network, they play with the ""sentiment neuron"" to deform a review.",non_actionable,fact
r115,s6,t2,The authors do not propose an original model and they do not describe the used model inside this publication.,non_actionable,shortcoming
r115,s7,t2,"Nor the model neither the optimized criterion is detailled: the authors present some curve mentioning ""bits per character"" but we do not know what is measured.",actionable,shortcoming
r115,s8,t2,Figure 2 is very interesting: it is a very relevant way to compare authors model with the literature.,non_actionable,agreement
r115,s9,t2,"However, according to me, the fact that it provides no model description, no model analysis, no modification of the model to improve the sentiment discovery, prevents this article from being publicized at ICLR.",non_actionable,shortcoming
r115,s0,t8,Interesting experiments but lack of model description The authors propose to use a byte level RNN to classify reviews.,actionable,shortcoming
r115,s1,t8,"In the meantime, they learn to generate reviews.",non_actionable,fact
r115,s2,t8,They apply this architecture on the same task as the original article: document classification; they use a logistic regression on the extracted representation.,non_actionable,fact
r115,s3,t8,The authors propose an evaluation on classical datasets and compare themselves to the state of the art.,non_actionable,fact
r115,s4,t8,A deeper analyze shows that this neuron is more efficient on small datasets than on larger.,non_actionable,fact
r115,s5,t8,"Exploiting the generative capacity of the network, they play with the ""sentiment neuron"" to deform a review.",non_actionable,fact
r115,s6,t8,The authors do not propose an original model and they do not describe the used model inside this publication.,actionable,shortcoming
r115,s7,t8,"Nor the model neither the optimized criterion is detailled: the authors present some curve mentioning ""bits per character"" but we do not know what is measured.",actionable,shortcoming
r115,s8,t8,Figure 2 is very interesting: it is a very relevant way to compare authors model with the literature.,non_actionable,agreement
r115,s9,t8,"However, according to me, the fact that it provides no model description, no model analysis, no modification of the model to improve the sentiment discovery, prevents this article from being publicized at ICLR.",actionable,shortcoming
r115,s0,t10,Interesting experiments but lack of model description The authors propose to use a byte level RNN to classify reviews.,actionable,shortcoming
r115,s1,t10,"In the meantime, they learn to generate reviews.",non_actionable,other
r115,s2,t10,They apply this architecture on the same task as the original article: document classification; they use a logistic regression on the extracted representation.,non_actionable,other
r115,s3,t10,The authors propose an evaluation on classical datasets and compare themselves to the state of the art.,non_actionable,other
r115,s4,t10,A deeper analyze shows that this neuron is more efficient on small datasets than on larger.,non_actionable,other
r115,s5,t10,"Exploiting the generative capacity of the network, they play with the ""sentiment neuron"" to deform a review.",non_actionable,other
r115,s6,t10,The authors do not propose an original model and they do not describe the used model inside this publication.,actionable,shortcoming
r115,s7,t10,"Nor the model neither the optimized criterion is detailled: the authors present some curve mentioning ""bits per character"" but we do not know what is measured.",actionable,shortcoming
r115,s8,t10,Figure 2 is very interesting: it is a very relevant way to compare authors model with the literature.,actionable,agreement
r115,s9,t10,"However, according to me, the fact that it provides no model description, no model analysis, no modification of the model to improve the sentiment discovery, prevents this article from being publicized at ICLR.",actionable,fact
r30,s0,t31,"interesting model, baselines are weak, not enough signal on it's generalization ability The paper proposes a model for prediction under uncertainty where the separate out deterministic component prediction and uncertain component prediction.",actionable,shortcoming
r30,s1,t31,"For the non-deterministic information, they have a residual predictor that uses a low-dimensional latent space.",non_actionable,fact
r30,s2,t31,Hence inferring a structured latent space is a challenge.,non_actionable,fact
r30,s3,t31,The biggest weakness of the paper (and the reason for my final decision) is that the paper completely goes easy on baseline models.,actionable,shortcoming
r30,s4,t31,"It's only baseline is a GAN model that isn't even very convincing (GANs are finicky to train, so is this a badly tuned GAN model? or did you spend a lot of time tuning it?).",actionable,shortcoming
r30,s5,t31,"Because of the plethora of VAE models used in video prediction [1] (albeit, used with pre-structured latent spaces), there has to be atleast one VAE baseline.",actionable,shortcoming
r30,s6,t31,Just because such a baseline wasn't previously proposed in literature (in the narrow scope of this problem) doesn't mean it's not an obvious baseline to try.,actionable,shortcoming
r30,s7,t31,"In fact, a VAE would be nicely suited when proposing to work with low-dimensional latent spaces.",actionable,suggestion
r30,s8,t31,The main signal I lack from reading the paper is whether the proposed model actually does better than a reasonable baseline.,actionable,shortcoming
r30,s9,t31,"If the baselines are stronger and this point is more convincing, I am happy to raise my rating of the paper.",actionable,suggestion
r30,s0,t0,"interesting model, baselines are weak, not enough signal on it's generalization ability The paper proposes a model for prediction under uncertainty where the separate out deterministic component prediction and uncertain component prediction.",actionable,disagreement
r30,s1,t0,"For the non-deterministic information, they have a residual predictor that uses a low-dimensional latent space.",non_actionable,fact
r30,s2,t0,Hence inferring a structured latent space is a challenge.,non_actionable,fact
r30,s3,t0,The biggest weakness of the paper (and the reason for my final decision) is that the paper completely goes easy on baseline models.,actionable,shortcoming
r30,s4,t0,"It's only baseline is a GAN model that isn't even very convincing (GANs are finicky to train, so is this a badly tuned GAN model? or did you spend a lot of time tuning it?).",actionable,shortcoming
r30,s5,t0,"Because of the plethora of VAE models used in video prediction [1] (albeit, used with pre-structured latent spaces), there has to be atleast one VAE baseline.",actionable,fact
r30,s6,t0,Just because such a baseline wasn't previously proposed in literature (in the narrow scope of this problem) doesn't mean it's not an obvious baseline to try.,non_actionable,fact
r30,s7,t0,"In fact, a VAE would be nicely suited when proposing to work with low-dimensional latent spaces.",non_actionable,fact
r30,s8,t0,The main signal I lack from reading the paper is whether the proposed model actually does better than a reasonable baseline.,actionable,shortcoming
r30,s9,t0,"If the baselines are stronger and this point is more convincing, I am happy to raise my rating of the paper.",actionable,suggestion
r30,s0,t20,"interesting model, baselines are weak, not enough signal on it's generalization ability The paper proposes a model for prediction under uncertainty where the separate out deterministic component prediction and uncertain component prediction.",actionable,shortcoming
r30,s1,t20,"For the non-deterministic information, they have a residual predictor that uses a low-dimensional latent space.",non_actionable,fact
r30,s2,t20,Hence inferring a structured latent space is a challenge.,non_actionable,shortcoming
r30,s3,t20,The biggest weakness of the paper (and the reason for my final decision) is that the paper completely goes easy on baseline models.,actionable,shortcoming
r30,s4,t20,"It's only baseline is a GAN model that isn't even very convincing (GANs are finicky to train, so is this a badly tuned GAN model? or did you spend a lot of time tuning it?).",actionable,question
r30,s5,t20,"Because of the plethora of VAE models used in video prediction [1] (albeit, used with pre-structured latent spaces), there has to be atleast one VAE baseline.",non_actionable,fact
r30,s6,t20,Just because such a baseline wasn't previously proposed in literature (in the narrow scope of this problem) doesn't mean it's not an obvious baseline to try.,non_actionable,fact
r30,s7,t20,"In fact, a VAE would be nicely suited when proposing to work with low-dimensional latent spaces.",actionable,suggestion
