ReviewId,SentenceId,Text,Label1,Label2
r13,s2,It seems that the methods outperforms existing methods for learning graph representations.,non_actionable,fact
r13,s3,The problem with the approach is that it is very ad-hoc.,actionable,shortcoming
r13,s4,There are several (existing) ideas of how to combine node representations into a representation for the entire graph.,non_actionable,fact
r13,s5,"For instance, averaging the node embeddings is something that has shown promising results in previous work.",non_actionable,fact
r13,s6,"Again, pooling operations (average, max, etc.) on the learned node2vec embeddings are examples of simpler alternatives.",actionable,fact
r13,s7,The experimental results are also not explained thoroughly enough.,actionable,shortcoming
r13,s8,"For instance, since two runs of node2vec will give you highly varying embeddings (depending on the initialization), you will have to run node2vec several times to reduce the variance of your resulting discretized density maps.",actionable,shortcoming
r13,s9,How many times did you run node2vec on each graph?,actionable,question
r14,s0,A paper with interesting ideas but lacking convincing evidence Summary: The authors proposed an unsupervised time series clustering methods built with deep neural networks.,actionable,shortcoming
r14,s1,"First, the encoder employs CNN to shorten the time series and extract local temporal features, and the CNN is followed by bidirectional LSTMs to get the encoded representations.",non_actionable,fact
r14,s2,A temporal clustering model and a DCNN decoder are applied on the encoded representations and jointly trained.,non_actionable,fact
r14,s3,An additional heatmap generator component can be further included in the clustering model.,actionable,suggestion
r14,s4,Detailed comments: The problem of unsupervised time series clustering is important and challenging.,non_actionable,fact
r14,s5,The idea of utilizing deep learning models to learn encoded representations for clustering is interesting and could be a promising solution.,non_actionable,agreement
r14,s6,"For example, what is the size of each layer and the dimension of the encoded space?",actionable,question
r14,s7,How does the model combine the heatmap output (which is a sequence of the same length as the time series) and the clustering output (which is a vector of size K) in Figure 1?,actionable,question
r14,s8,How do we interpret the generated heatmap?,actionable,question
r14,s9,"For example, in Figure 4, all 4 DTC-methods achieved the best performance on one or two datasets.",non_actionable,fact
r15,s0,"I.e., with enough throws, I can always hit the bullseye with a dart even when blindfolded.",non_actionable,fact
r15,s1,Comments: The model proposes to learn a conditional stochastic deep model by training an output noise model on the input x_i and the residual y_i - g(x_i).,non_actionable,fact
r15,s2,The trained residual function can be used to predict a residual z_i for x_i.,non_actionable,fact
r15,s3,"To start, why not plot the empirical histogram of p(z|x) (for some fixed x's) to get a sense of how well-behaved it is as a distribution.",actionable,suggestion
r15,s4,One could even start with a simple Gaussian and linear parameterization of the mean and variance in terms of x.,actionable,suggestion
r15,s5,"If the contribution of the paper is the ""output stochastic"" noise model, I think it is worth experimenting with the design options one has with such a model.",actionable,suggestion
r15,s6,The experiments range over 4 video datasets.,non_actionable,fact
r15,s7,"PSNR is evaluated on predicted frames -- PSNR does not appear to be explicitly defined but I am taking it to be the metric defined in the 2nd paragraph from the bottom on page 7.  The new model ""EEN"" is compared to a deterministic model and conditional GAN.  The GAN never seems to perform well -- the authors claim mode collapse, but I wonder if the GAN was simply hard to train in the first place and this is the key reason?",actionable,question
r15,s8,"Unsurprisingly (since the EEN noise does not seem to be conditioned on the input), the baseline deterministic model performs quite well.",non_actionable,fact
r15,s9,"If I understand what is being evaluated correctly (i.e., best random guess) then I am not surprised the EEN can perform better with enough random samples.",non_actionable,fact
r16,s0,"Good paper, pushing the limits of RL to harder tasks.",non_actionable,agreement
r16,s1,"This paper presents a reinforcement learning method for learning complex tasks by dividing the state space into slices, learning local policies within each slice, while ensuring that they don't deviate too far from each other, while simultaneously learning a central policy that works across the entire state space in the process.",non_actionable,fact
r16,s2,"The paper is written well, has good insights, is technically sound, and has all the relevant references.",non_actionable,agreement
r16,s3,The authors show through several experiments that the divide and conquer (DnC) technique can solve more complex tasks than can be solved with conventional policy gradient methods (TRPO is used as the baseline).,non_actionable,fact
r16,s4,The paper and included experiments are a valuable contribution to the community interested in solving harder and harder tasks using reinforcement learning.,non_actionable,agreement
r16,s5,"For completeness, it would be great to include one more algorithm in the evaluation: an ablation of DnC which does not involve a central policy at all.",actionable,suggestion
r16,s6,"If the local policies are trained to convergence, (and the context omega is provided by an oracle), how well does this mixture of local policies perform?",actionable,question
r16,s7,This result would be instructive to see for each of the tasks.,actionable,suggestion
r16,s8,The partitioning of each task must currently be designed by hand.,actionable,shortcoming
r16,s9,It would be interesting (in future work) to explore how the partitioning could perhaps be discovered automatically.,actionable,suggestion
r17,s0,In order to do so it uses a set of experts each one made out of a GAN.,non_actionable,fact
r17,s1,My main concern with this work is that I don't see any mechanism in the framework that prevents an expert  (or few of them) to win all examples except its own learning capacities.,actionable,shortcoming
r17,s2,p7 authors have also noticed that several experts fail to specialize and I bet that is the reason why.,actionable,shortcoming
r17,s3,"Thus, authors should analyze how well we can have all/most experts specialize in a pool vs expert capacity/architecture.",actionable,suggestion
r17,s4,It would also be great to integrate a direct regularization mechanism in the cost  in order to do so.,actionable,suggestion
r17,s5,Like for example a penalty in how many examples a expert has catched.,actionable,suggestion
r17,s6,"Moreover, the discrimator D  (which is trained to discriminate between real or fake examples) seems to be directly used to tell if an example is throw from the targeted distribution.",non_actionable,fact
r17,s7,It is not the same task.,actionable,shortcoming
r17,s8,How D will handle an example far from fake or real ones ?,actionable,question
r17,s9,Why will D answer negatively (or positively) on this example ?,actionable,question
r18,s0,"However, the presentation is somewhat confusing and the resulting architecture does not seem justified by the theory The paper considers the challenges of disentangling factors of variation in images: for example disentangling viewpoint from vehicle type in an image of a car.",actionable,shortcoming
r18,s1,2. Interesting use of GAN on the artificial instance named x_{3 \oplus 1} Cons:,non_actionable,agreement
r18,s2,"3. Some of the architectural choices (the one derived from ""shortcut problem"") are barely explained or looked into.",actionable,shortcoming
r18,s3,1. An important point regarding the reference ambiguity problem and eq.,non_actionable,fact
r18,s4,(2): a general bijective function mixing v and c would not have the two components as independent.,actionable,shortcoming
r18,s5,3. In presenting autoencoders it is crucial to note that they are all built around the idea of compression.,non_actionable,fact
r18,s6,"Otherwise, the perfect latent representation is z=x.",non_actionable,fact
r18,s7,"5. In discussing attributes and ""valid"" features, I found the paper rather vague.",actionable,shortcoming
r18,s8,"An image has many attributes: the glint in the corner of a window, the hue of a leaf.",non_actionable,fact
r18,s9,"15. In the conclusion, I would edit to say the ""our trained model works well on *several* datasets"".",actionable,suggestion
r19,s0,The paper considers single-agent problems and tests on Ms Pacman etc.,non_actionable,fact
r19,s1,There are several variations of the hidden-state space [ds]SSM model: using det/stochastic latent variables + using det/stochastic decoders.,non_actionable,fact
r19,s2,"In the stochastic case, learning is done using variational methods.",non_actionable,fact
r19,s3,"[ds]SSM is integrated with I2A, which generates rollouts of future states, based on the inferred hidden states from the d/sSSM-VAE model.",non_actionable,fact
r19,s4,The rollouts are then fed into the agent's policy / value function.,non_actionable,fact
r19,s5,2. I2A agents with latent codes work better than model-free models or I2A from pixels.,non_actionable,fact
r19,s6,Deterministic latent models seem to work better than stochastic ones.,non_actionable,fact
r19,s7,"See e.g. the discussion in ""Variational Lossy Autoencoder"" (Chen et al. 2016) - Experiments are not complete (e.g. for AR, as noted in the paper).",non_actionable,other
r19,s8,"- The games used are fairly reactive (i.e. do not require significant long-term planning), and so the sequential hidden-state-space model does not have to capture long-term dependencies.",non_actionable,fact
r19,s9,Overall: The paper proposes a simple idea that seems to work well on reactive 1-agent games.,non_actionable,agreement
r2,s0,This paper shows an observation of “super-convergence” when training resnet with cyclical learning rates but does not provide conclusive analysis or experiment results.,actionable,shortcoming
r2,s1,This paper discusses the phenomenon of a fast convergence rate for training resnet with cyclical learning rates under a few particular setting.,non_actionable,fact
r2,s2,It tries to provide an explanation for the phenomenon and a procedure to test when it happens.,non_actionable,fact
r2,s3,"However, I don't find the paper of high significance or the proposed method solid for publication at ICLR.",actionable,shortcoming
r2,s4,"The paper is based on the cyclical learning rates proposed by Smith (2015, 2017).",non_actionable,fact
r2,s5,I don't understand what is offered beyond the original papers.,actionable,shortcoming
r2,s6,"The ""super-convergence"" occurs under special settings of hyper-parameters for resnet only and therefore I am concerned if it is of general interest for deep learning models.",actionable,shortcoming
r2,s7,"Also, the authors do not give a conclusive analysis under what condition it may happen.",actionable,shortcoming
r2,s8,"The explanation of the cause of ""super-convergence"" from the perspective of  transversing the loss function topology in section 3 is rather illustrative at the best without convincing support of arguments.",actionable,shortcoming
r2,s9,"I feel most content of this paper (section 3, 4, 5) is observational results, and there is lack of solid analysis or discussion behind these observations.",actionable,shortcoming
r20,s0,The angle bias is non-zero as long as the random vector is non-zero in expectation and the given vector is non-zero.,non_actionable,fact
r20,s1,The proposed solution to angle bias is to place a linear constraint such that the sum of the weight becomes zero.,non_actionable,fact
r20,s2,"Although this does not rule out angle bias in general, it does so for the very special case where the expected value of the random vector is a vector consisting of a common value.",non_actionable,fact
r20,s3,"Nevertheless, numerical experiments suggest that the proposed approach can effectively reduce angle bias and improves the accuracy for training data in the CIFAR-10 task.",non_actionable,fact
r20,s4,"Test accuracy is not improved, however.",non_actionable,fact
r20,s5,"On the theoretical side, the linearly constrained weights are only shown to work for a very special case.",non_actionable,fact
r20,s6,There can be many other approaches to mitigate the impact of angle bias.,non_actionable,fact
r20,s7,"For example, how about scaling each variable in a way that the mean becomes zero, instead of scaling it into [-1,+1] as is done in the experiments?",actionable,question
r20,s8,"It is intuitively expected that the proposed approach has some merit in some domains, but it is unclear exactly when and where it is.",actionable,shortcoming
r20,s9,"Minor comments: In Section 2.2, is Layer 1 the input layer or the next?",actionable,question
r21,s0,Well structured analysis paper on shortcut connections but contributions/results are not compelling This paper performs an analysis of shortcut connections in ResNet-like architectures.,non_actionable,shortcoming
r21,s1,This alternative is referred to as tandem block.,non_actionable,fact
r21,s2,My main concerns are related to the contribution of the paper and experimental pipeline followed to perform the comparison.,actionable,shortcoming
r21,s3,"Moreover, results on Table 2 are reported as the ones with “the highest test accuracy achieved with each tandem block”.",non_actionable,fact
r21,s4,Do the authors have any explanation/intuition for this behavior?,actionable,question
r21,s5,"In section 4, authors claim that their results are competitive with the best published results for a similar number of parameters.",non_actionable,fact
r21,s6,The experiments were performed on relatively shallow networks (8 to 26 layers).,non_actionable,shortcoming
r21,s7,I wonder how the conclusions drawn scale to much deeper networks (of 100 layers for example) and on larger datasets such as ImageNet.,actionable,suggestion
r21,s8,"Following the design of the tandem blocks proposed in the paper, I wonder why the tandem block B3x3(2,w) was not included.",actionable,shortcoming
r21,s9,"Finally, it might be interesting to initialize the convolutions in the shortcut connections with the identity, and check what they have leant at the end of the training.",actionable,suggestion
r22,s0,"Interesting problem and approach, but not ready for ICLR In this paper, the authors define a simulated, multi-agent “taxi pickup” task in a GridWorld environment.",non_actionable,shortcoming
r22,s1,“Customers” randomly appear throughout the task and the taxi agents receive reward for moving to the same square as a customer.,non_actionable,fact
r22,s2,"Cooperative multi-agent problem solving is an important problem in machine learning, artificial intelligence, and cognitive science.",non_actionable,fact
r22,s3,The authors propose a centralized solution to the problem by adapting the Deep Q-learning Network model.,non_actionable,fact
r22,s4,I do not know whether using a centralized network where each agent has a window of observations is a novel algorithm.,non_actionable,fact
r22,s5,"They assess their solution quantitatively, demonstrating their model performs better than first, a simple heuristic model (I believe de-centralized Dijkstra’s for each agent, but there is not enough description in the manuscript to know for sure), and then, two other baselines that I could not figure out from the manuscript (I believe it was Dijkstra’s with two added rules for when to recharge).",actionable,shortcoming
r22,s6,"Although the manuscript has many positive aspects to it, I do not believe it should be accepted for the following reasons.",non_actionable,shortcoming
r22,s7,"This would solve another issue, which is the weakness of their baseline measure.",actionable,shortcoming
r22,s8,There are many multi-agent techniques that can be applied to the problem that would have served as a better baseline.,actionable,suggestion
r22,s9,"I encourage the authors to develop the problem and method further, as well as the analysis and evaluation.",actionable,suggestion
r23,s0,"The algorithm employs a tailored loss function that involves reconstruction error on the latent space, penalties on degenerate parameters of the GMM, and an energy term to model the probability of observing the input samples.",non_actionable,fact
r23,s1,The algorithm replaces the membership probabilities found in the E-step of EM for a GMM with the outputs of a subnetwork in the end-to-end architecture.,non_actionable,fact
r23,s2,The GMM parameters are updated with these estimated responsibilities as usual in the M-step during training.,non_actionable,fact
r23,s3,"Careful reporting of the tuning and hyperparameter choices renders these experiments repeatable, and hence a suitable improvement in the field.",non_actionable,agreement
r23,s4,"Well-designed ablation studies demonstrate the importance of the architectural choices made, which are generally well-motivated in intuitions about the nature of anomaly detection.",non_actionable,fact
r23,s5,Little to no detail about these features is included.,actionable,shortcoming
r23,s6,"Since this is so important to the results, more analysis would be helpful.",actionable,suggestion
r23,s7,Why did the choices that were made in the paper yield this success?,actionable,question
r23,s8,How do you recommend other researchers or practitioners selected from the large possible space of reconstruction features to get the best results?,actionable,question
r23,s9,Perhaps the biggest innovation is the use of reconstruction error features as input to a subnetwork that predicts the E-step output in EM for a GMM.,non_actionable,fact
r24,s0,This is then used to develop a simple bias initialization scheme for the gates when the range of temporal dependencies relevant for a problem can be estimated or are known.,non_actionable,fact
r24,s1,Quality and significance: The core insight of the paper is the link between recurrent network design and its effect on how the network reacts to time transformations.,non_actionable,fact
r24,s2,"This insight is simple, elegant and valuable in my opinion.",non_actionable,agreement
r24,s3,"It is becoming increasingly apparent recently that the benefits of the gating and cell mechanisms introduced by the LSTM, now also used in feedforward networks, go beyond avoiding vanishing gradients.",non_actionable,fact
r24,s4,The particular structural elements also induce certain inductive biases which make learning or generalization easier in many cases.,non_actionable,fact
r24,s5,"Understanding the link between model architecture and behavior is very useful for the field in general, and this paper contributes to this knowledge.",non_actionable,agreement
r24,s6,"In light of this, I think it is reasonable to ignore the fact that the proposed initialization does not provide benefits on Penn Treebank and text8.",non_actionable,fact
r24,s7,The real value of the paper is in providing an alternative way of thinking about LSTMs that is theoretically sound and intuitive.,non_actionable,agreement
r24,s8,Clarity: The paper is well-written in general and easy to understand.,non_actionable,agreement
r24,s9,"A minor complaint is that there are an unnecessarily large number of paragraph breaks, especially on pages 3 and 4, which make reading slightly jarring.",actionable,shortcoming
r25,s0,Claiming much of common intuition around tricks for avoiding gradient issues are incorrect.,actionable,shortcoming
r25,s1,The paper makes some bold claims.,non_actionable,fact
r25,s2,"It's possible some of the issues arise from the particular architectures they choose to investigate and demonstrate on (eg I have mostly seen ResNets in the context of CNNs but they analyze on FC topologies, the form of the loss, etc) but that's a guess and there are some further analysis in the supp material for these networks which I haven't looked at in detail.",non_actionable,fact
r25,s3,"Regardless - an important note to the authors is that it's a particularly long and verbose paper, coming in at 16 pages of the main paper(!) with nearly 50 (!) pages of supplementary material where the heart and meat of the proofs and experiments reside.",actionable,shortcoming
r25,s4,As such it's not even clear if this is proper for a conference.,actionable,shortcoming
r25,s5,The authors have already provided several pages worth of additional comments on the website on further related work.,non_actionable,fact
r25,s6,I view this as an issue in and of itself.,actionable,shortcoming
r25,s7,I've seen many papers that need to go through much more complicated derivations and theory and remain within a 8-10 page limit by being precise and strictly to the point.,actionable,fact
r25,s8,"Perhaps Godel could be a good inspiration here, with a 21 page PhD thesis that fundamentally changed mathematics.",actionable,suggestion
r25,s9,"So, while I cannot vouch for the correctness, I think it can and should go through a serious revision to make it succinct and that will likely considerably help in making it accessible to a wider readership and aligned to the expectations from a conference paper in the field.",actionable,suggestion
r26,s0,"Secondly, the DDT’s leaves are parametrized with the encoder distribution q(z|x), and thus gradient information flows back through the DDT into the posterior approximations in order to make them more discriminative.",non_actionable,fact
r26,s1,"log likelihood performance, and latent space interpretability via the DDT.",non_actionable,other
r26,s2,"Thus, I applaud the authors for combining the two in a way that admits efficient training.",non_actionable,agreement
r26,s3,"Moreover, I like the qualitative experiment (Figure 2) in which the tree is used to vary a latent dimension to change the digit’s class.",non_actionable,agreement
r26,s4,"As there is no strong theory in the paper, this limited experimental evaluation is reason enough for rejection.",actionable,shortcoming
r26,s5,"Yet, moreover, the negative log likelihood comparison (Table 2) is not an informative comparison, as it speaks only to the power of adding supervision.",actionable,shortcoming
r26,s6,"Taking Figure 2 as an example (which I do like the end result of), I could generate similar results with a black-box classifier by using gradients to perturb the latent ‘4’ mean into a latent ‘7’ mean (a la DeepDream).",non_actionable,fact
r26,s7,I could then identify the influential dimension(s) by taking the largest absolute values in the gradient vector.,non_actionable,fact
r26,s8,"Comment:  It's easier to make a latent variable model interpretable when the latent variables are given clear semantics in the model definition, in my opinion.",actionable,fact
r26,s9,"Could you, somehow, force the tree to encode an identifiable attribute at each node, which would then force that attribute to be encoded in a certain dimension of latent space?",actionable,suggestion
r27,s0,Nice plots but I would have appreciated a deeper treatment of observations.,actionable,suggestion
r27,s1,It would be a good idea to put the test results directly on Fig. 4 as it does not ease reading currently (and postpone ResNet-56 in the appendix).,actionable,suggestion
r27,s2,"* On the convexity vs non-convexity (Sec. 6), it is interesting to see how pushing the Id through the net changes the look of the loss for deep nets.",non_actionable,agreement
r27,s3,"The difference VGG - ResNets is also interesting, but it would have been interesting to see how this affects the current state of the art in understanding deep learning, something that was done for the ""flat vs sharp"" dilemma, but is lacking here.",actionable,suggestion
r27,s4,"For example, does this observation that the local curvature of the loss around minima is different for ResNets and VGG allows to interpret the difference in their performances ?",actionable,question
r27,s5,"* On optimisation paths, the choice of PCA directions is wise compared to random projections, and results are nice as plotted.",non_actionable,agreement
r27,s6,"There is however a phenomenon I would have liked to be discussed, the fact that the leading eigenvector captures so much variability, which perhaps signals that optimisation happens in a very low dimensional subspace for the experiments carried, and could be useful for optimisation algorithms (you trade dimension d for a much smaller ""effective"" d', you only have to figure out a generating system for this subspace and carry out optimisation inside).",actionable,suggestion
r27,s7,"Can this be related to the ""flat vs sharp"" dilemma ?",actionable,question
r27,s8,I would suppose that flatness tends to increase the variability captured by leading eigenvectors ?,actionable,question
r27,s9,Typoes: Legend of Figure 2: red lines are error -> red lines are accuracy Table 1: test accuracy -> test error Before 6.2: architecture effects -> architecture affects,actionable,shortcoming
r28,s0,"In comparison, existing approaches appear to achieve little to no generalization, especially when tested on longer examples than seen during training.",non_actionable,shortcoming
r28,s1,The approach is presented very thoroughly.,non_actionable,agreement
r28,s2,"Despite the thoroughness of the task and model descriptions, the proposed method is not well motivated.",actionable,shortcoming
r28,s3,"Quite a few natural questions left unanswered, limiting what readers can learn from this paper, e.g. - How quickly does the model learn?",actionable,question
r28,s4,"- Presumably the policy learned in Phase 1 is a decent model by itself, since it can reliably find candidate traces.",non_actionable,fact
r28,s5,Why choose F = 10 and K = 3?,actionable,question
r28,s6,"Presumably, there exists some hyperparameters where the model does not achieve 100% test accuracy, in which case, what are the failure modes?",actionable,question
r28,s7,"Unless I am misunderstanding the experimental setup, this is not supported by the result, correct?",actionable,question
r28,s8,The proposed method achieves perfect accuracy in every condition.,non_actionable,agreement
r28,s9,- The reimplementations of the methods from Grefenstette et al. 2015 have surprisingly low training accuracy (in some cases 0% for Stack LSTM and 2.23% for DeQueue LSTM).,non_actionable,fact
r29,s0,"simple, effective method, some discussion/understanding missing This paper proposes a new method of detecting in vs. out of distribution samples.",actionable,shortcoming
r29,s1,This paper proposes a different approach (with could be combined with these methods) based on a new training procedure.,non_actionable,fact
r29,s2,The authors propose to train a generator network in combination with the classifier and an adversarial discriminator.,non_actionable,fact
r29,s3,Classifier is trained to not only maximize classification accuracy on the real training data but also to output a uniform distribution for the generated samples.,non_actionable,fact
r29,s4,"This paper is clearly written, proposes a simple model and seems to outperform current methods.",non_actionable,agreement
r29,s5,Most GAN models are able to stably train without such explicit terms such as the pull away or batch discrimination.,non_actionable,fact
r29,s6,"- How does this compare with a method whereby instead of pushing the fake sample's softmax distribution to be uniform, the model is simply a trained to classify them as an additional ""out of distribution"" class?",actionable,question
r29,s7,This exact approach has been used to do semi supervised learning with GANS [1][2].,non_actionable,fact
r29,s8,"More generally, could the authors comment on how this approach is related to these semi-supervised approaches?",actionable,question
r29,s9,[1] Semi-Supervised Learning with Generative Adversarial Networks (https://arxiv.org/abs/1606.01583) [2] Good Semi-supervised Learning that Requires a Bad GAN (https://arxiv.org/abs/1705.09783),non_actionable,other
r3,s0,"To generate these samples, they first employ a model-free algorithm.",non_actionable,fact
r3,s1,"In continuous domains, the state is not unique … so they build a soft next state predictor that gives a probability over next states favoring those demonstrated by the expert.",non_actionable,fact
r3,s2,"I guess if expert trace data is sparse, the model-free learner can generate a lot of transitions which enable it to create accurate dynamics models which in turn allow it to extract more information out of sparse expert traces?",actionable,question
r3,s3,"Second: They then train a model based agent using the collected transitions ( St, At, St+1 ).",non_actionable,fact
r3,s4,"It looks like the authors extract position information from flappy bird frames, so the algorithm is only using images for obstacle reasoning?",actionable,question
r3,s5,The evaluation framework is described in enough detail to replicate the results.,non_actionable,agreement
r3,s6,"Interestingly, the assisted method starts off much higher in the “reacher” task.",non_actionable,fact
r3,s7,"Interestingly, DQN + heuristic reward approaches expert performance while behavioral cloning never achieves expert performance level even though it has actions.",non_actionable,fact
r3,s8,"After equation 5, the authors suggest categorical loss for discrete problems, but cross-entropy loss might work better.",actionable,suggestion
r3,s9,Algorithm 1 does not make clear the relationship between the model learned in step 2 and the algorithms in steps 4 to 6.,actionable,shortcoming
r30,s0,"interesting model, baselines are weak, not enough signal on it's generalization ability The paper proposes a model for prediction under uncertainty where the separate out deterministic component prediction and uncertain component prediction.",actionable,shortcoming
r30,s1,"For the non-deterministic information, they have a residual predictor that uses a low-dimensional latent space.",non_actionable,fact
r30,s2,Hence inferring a structured latent space is a challenge.,non_actionable,fact
r30,s3,The biggest weakness of the paper (and the reason for my final decision) is that the paper completely goes easy on baseline models.,actionable,shortcoming
r30,s4,"It's only baseline is a GAN model that isn't even very convincing (GANs are finicky to train, so is this a badly tuned GAN model? or did you spend a lot of time tuning it?).",actionable,shortcoming
r30,s5,"Because of the plethora of VAE models used in video prediction [1] (albeit, used with pre-structured latent spaces), there has to be atleast one VAE baseline.",actionable,fact
r30,s6,Just because such a baseline wasn't previously proposed in literature (in the narrow scope of this problem) doesn't mean it's not an obvious baseline to try.,actionable,fact
r30,s7,"In fact, a VAE would be nicely suited when proposing to work with low-dimensional latent spaces.",actionable,suggestion
r30,s8,The main signal I lack from reading the paper is whether the proposed model actually does better than a reasonable baseline.,actionable,shortcoming
r30,s9,"If the baselines are stronger and this point is more convincing, I am happy to raise my rating of the paper.",actionable,suggestion
r31,s0,"The paper is well-written, clearly illustrating the goal of this work and the corresponding approach.",non_actionable,agreement
r31,s1,The “obverter” technique is quite interesting since it incorporates the concept from the theory of mind which is similar to human alignment or AGI approach.,non_actionable,agreement
r31,s2,"2. Employ “obverter” technique, showing that it can be an alternative approach comparing to RL",non_actionable,suggestion
r31,s3,3. The authors provided various experiments to showcase their approach Cons:,non_actionable,fact
r31,s4,"1. Comparing to previous work (Mordatch & Abbeel, 2018), the task is relatively simple, only requiring the agent to perform binary prediction.",non_actionable,fact
r31,s5,2. Sharing the RNN for speaking and consuming by picking the token that maximizes the probability might decrease the diversity.,actionable,fact
r31,s6,3. This paper lack original technical contribution from themselves.,actionable,shortcoming
r31,s7,"In conclusion, this paper does not have a major flaw.",non_actionable,fact
r31,s8,Generating language based only on raw image pixels is not difficult.,non_actionable,fact
r31,s9,"Approaches to the evolution of language: Social and cognitive bases, 405:426, 1998.",non_actionable,other
r32,s0,Simulation results with MuJoCo physics simulator show that this simple trick reduces the amount of needed data by an order of magnitude.,non_actionable,fact
r32,s1,This paper considers the problem of model-free imitation learning.,non_actionable,fact
r32,s2,Previous formulation of GAIL uses a stochastic behavior policy and the RIENFORCE-like algorithms.,non_actionable,fact
r32,s3,"The authors of this paper propose to use a deterministic policy instead, and apply the deterministic policy gradient DPG (Silver et al., 2014) for optimizing the behavior policy.",non_actionable,fact
r32,s4,A state screening function (SSF) method is proposed to drive the learner to remain in areas of the state space that have been covered by the teacher.,non_actionable,fact
r32,s5,"Although, a more detailed discussion and a clearer explanation is needed to clarify what SSF is actually doing, based on the provided formulation.",actionable,suggestion
r32,s6,"Except from a few typos here and there, the paper is overall well-written.",actionable,agreement
r32,s7,"Replacing a stochastic policy with a deterministic one does not change much the original GAIL algorithm, since the adoption of stochastic policies is often used just to have differentiable parameterized policies, and if the action space is continuous, then there is not much need for it (except for exploration, which is done here through re-initializations anyway).",non_actionable,fact
r32,s8,"My guess is that if someone would use the GAIL algorithm for real problems (e.g, robotic task), they would significantly reduce the stochasticity of the behavior policy, which would make it virtually similar in term of data efficiency to the proposed method.",non_actionable,fact
r32,s9,Pros: - A new GAIL formulation for saving on interaction data.,non_actionable,agreement
r33,s0,"Results are good, some unclear explanation This paper proposes an end-to-end trainable attention module, which takes as input the 2D feature vector map and outputs a 2D matrix of scores for each map.",actionable,fact
r33,s1,Experiments conducted on image classification and weakly supervised segmentation show the effectiveness of the proposed method.,non_actionable,agreement
r33,s2,1) Most previous work are all implemented as post-hoc additions to fully trained networks while this work is end-to-end trainable.,non_actionable,fact
r33,s3,"Not only the newly added weights for attention will be learned, so are the original weights in the network.",non_actionable,fact
r33,s4,3) Visualizations shown in the paper are convincing.,non_actionable,agreement
r33,s5,"1) Some of the notations are unclear in this paper, vector should be bold, hard to differentiate vector and scalar.",actionable,shortcoming
r33,s6,"2) In equation (2), l_i and g should have different dimensionality, how does addition work?",actionable,question
r33,s7,"The authors just pick three layers from VGG to add attention, why picking those 3 layers?",actionable,question
r33,s8,Is it better to add attention to lower layers or higher layers?,actionable,question
r33,s9,Why is it the case that having more layers with attention achieves worse performance?,actionable,question
r34,s0,"In this paper, they design an apporach to learn to cooperate in a more complex game, like a hybrid pong meets prisoner's dilemma game.",non_actionable,fact
r34,s1,This is fun but I did not find it particularly surprising from a game-theoretic or from a deep learning point of view.,non_actionable,fact
r34,s2,"From a game-theoretic point of view, the paper begins with a game-theoretic analysis of a cooperative strategy for these markov games with imperfect information.",non_actionable,fact
r34,s3,"It is basically a straightforward generalization of the idea of punishing, which is common in ""folk theorems"" from game theory, to give a particular equilibrium for cooperating in Markov games.",non_actionable,fact
r34,s4,"Many Markov games do not have a cooperative equilibrium, so this paper restricts attention to those that do.",non_actionable,fact
r34,s5,"Even in games where there is a cooperative solution that maximizes the total welfare, it is not clear why players would choose to do so.",non_actionable,fact
r34,s6,The paper follows with some fun experiments implementing these new game theory notions.,non_actionable,agreement
r34,s7,"It is perhaps interesting that one can make deep learning learn to cooperate with imperfect information, but one could have illustrated the game theory equally well with other techniques.",non_actionable,suggestion
r34,s8,"However, a fully cooperative agent can be exploited by a defector.",non_actionable,fact
r34,s9,In what we call the Pong Player’s Dilemma (PPD) when an agent scores they gain a reward of 1 but the partner receives a reward of −2.,non_actionable,fact
r35,s0,Marginal contributions and missing comparison with state of the art In this paper a neural-network based method for multi-frame video prediction is proposed.,non_actionable,fact
r35,s1,"It builds on the previous work of [Finn et al. 2016] that uses a neural network to predict transformation parameters of an affine image transformation for future frame prediction, an idea akin to the Spatial Transformer Network paper of [Jaderberg et al., 2015].",non_actionable,fact
r35,s2,"What is new compared to [Finn et al. 2016] is that the authors managed to train the network in combination with an adversarial loss, which allows for the generation of more realistic images.",non_actionable,fact
r35,s3,"The authors evaluate their method based on a mechanical turk survey, where humans are asked to judge the realism of the generated images; additionally, they propose to measure prediction quality by the distance between the manually annotated positions of objects within ground truth and predicted frames.",non_actionable,fact
r35,s4,"A number of design decisions (such as instance normalization) seem to help yield better results, but are minor contributions.",actionable,fact
r35,s5,"Spatio-temporal video autoencoder with differentiable memory, arxiv 2017 Since this is prior state-of-the-art and directly applicable to the problem, a comparison is a must.",actionable,suggestion
r35,s6,"Even if the authors released their code used for training (which is not mentioned), I think the authors should aim for a more self-contained exposition.",actionable,suggestion
r35,s7,It is also not mentioned whether the other methods that the authors compare to are re-trained on their newly proposed training dataset.,actionable,shortcoming
r35,s8,"Since the authors combine their method with a GAN, it is not surprising that the generated images look more realistic.",non_actionable,fact
r35,s9,"However, since the task is *video* prediction, it seems more natural to show small video snippets rather than individual images, which would also evaluate temporal consistency.",actionable,suggestion
r36,s0,remark on theorem 1: This result generalizes a result proven in 2015 stating that the normality of a layer propagates to the next as the size of the first layer goes to infinity.,non_actionable,fact
